ROTULO_COLUNA;NOME_CURTO;DESCRICAO_COMPLETA;TIPO_DADO;UNIDADE;ANO_REFERENCIA;FONTE_PRIMARIA;FONTE_SECUNDARIA
AVES_2019;Aves;Aves para o município em 2019;INTEGER;cabeças;2019;IBGE;Pesquisa da Pecuária Municipal
AVES_2020;Aves;Aves para o município em 2020;INTEGER;cabeças;2020;IBGE;Pesquisa da Pecuária Municipal
AVES_2021;Aves;Aves para o município em 2021;INTEGER;cabeças;2021;IBGE;Pesquisa da Pecuária Municipal
AVES_2022;Aves;Aves para o município em 2022;INTEGER;cabeças;2022;IBGE;Pesquisa da Pecuária Municipal
AVES_2023;Aves;Aves para o município em 2023;INTEGER;cabeças;2023;IBGE;Pesquisa da Pecuária Municipal
BANHEIRO_EXCLUSIVO_1991;Banheiro Exclusivo;Banheiro Exclusivo para o município em 1991;INTEGER;unidades;1991;IBGE;Base de Dados Municipal
BANHEIRO_EXCLUSIVO_2000;Banheiro Exclusivo;Banheiro Exclusivo para o município em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
BANHEIRO_EXCLUSIVO_2010;Banheiro Exclusivo;Banheiro Exclusivo para o município em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
BANHEIRO_EXCLUSIVO_2021;Banheiro Exclusivo;Banheiro Exclusivo para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
BIOMA;Bioma;Bioma para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
BOVINOS_2019;Bovinos;Número de cabeças de ovinos no efetivo do rebanho em 2019;INTEGER;cabeças;2019;IBGE;Pesquisa da Pecuária Municipal
BOVINOS_2020;Bovinos;Número de cabeças de ovinos no efetivo do rebanho em 2020;INTEGER;cabeças;2020;IBGE;Pesquisa da Pecuária Municipal
BOVINOS_2021;Bovinos;Número de cabeças de ovinos no efetivo do rebanho em 2021;INTEGER;cabeças;2021;IBGE;Pesquisa da Pecuária Municipal
BOVINOS_2022;Bovinos;Número de cabeças de ovinos no efetivo do rebanho em 2022;INTEGER;cabeças;2022;IBGE;Pesquisa da Pecuária Municipal
BOVINOS_2023;Bovinos;Número de cabeças de ovinos no efetivo do rebanho em 2023;INTEGER;cabeças;2023;IBGE;Pesquisa da Pecuária Municipal
CANA_AREA_2019;Cana Area;Cana Area para o município em 2019;DECIMAL;hectares;2019;IBGE;Produção Agrícola Municipal
CANA_AREA_2020;Cana Area;Cana Area para o município em 2020;DECIMAL;hectares;2020;IBGE;Produção Agrícola Municipal
CANA_AREA_2021;Cana Area;Cana Area para o município em 2021;DECIMAL;hectares;2021;IBGE;Produção Agrícola Municipal
CANA_AREA_2022;Cana Area;Cana Area para o município em 2022;DECIMAL;hectares;2022;IBGE;Produção Agrícola Municipal
CANA_AREA_2023;Cana Area;Cana Area para o município em 2023;DECIMAL;hectares;2023;IBGE;Produção Agrícola Municipal
CANA_PRODUCAO_2019;Cana Producao;Cana Producao para o município em 2019;INTEGER;toneladas;2019;IBGE;Produção Agrícola Municipal
CANA_PRODUCAO_2020;Cana Producao;Cana Producao para o município em 2020;INTEGER;toneladas;2020;IBGE;Produção Agrícola Municipal
CANA_PRODUCAO_2021;Cana Producao;Cana Producao para o município em 2021;INTEGER;toneladas;2021;IBGE;Produção Agrícola Municipal
CANA_PRODUCAO_2022;Cana Producao;Cana Producao para o município em 2022;INTEGER;toneladas;2022;IBGE;Produção Agrícola Municipal
CANA_PRODUCAO_2023;Cana Producao;Cana Producao para o município em 2023;INTEGER;toneladas;2023;IBGE;Produção Agrícola Municipal
CASAS_LOTERICAS_2024;Casas Lotericas;Casas Lotericas para o município em 2024;INTEGER;unidades;2024;IBGE;Base de Dados Municipal
CHIKUNGUNYA_2020;Chikungunya;Número de casos notificados de febre Chikungunya em 2020;INTEGER;unidades;2020;IBGE;Base de Dados Municipal
CHIKUNGUNYA_2021;Chikungunya;Número de casos notificados de febre Chikungunya em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
CHIKUNGUNYA_2022;Chikungunya;Número de casos notificados de febre Chikungunya em 2022;INTEGER;unidades;2022;IBGE;Base de Dados Municipal
CHIKUNGUNYA_2023;Chikungunya;Número de casos notificados de febre Chikungunya em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
CHIKUNGUNYA_2024;Chikungunya;Número de casos notificados de febre Chikungunya em 2024;INTEGER;unidades;2024;IBGE;Base de Dados Municipal
COBERTURA_2G_2024;Cobertura 2G;Cobertura 2G para o município em 2024;PERCENTAGE;%;2024;IBGE;Sistema de Acompanhamento de Dados
COBERTURA_3G_2024;Cobertura 3G;Cobertura 3G para o município em 2024;PERCENTAGE;%;2024;IBGE;Sistema de Acompanhamento de Dados
COLOCACAO_PIB_ESTADO_2017;Colocacao Pib Estado;Colocacao Pib Estado para o município em 2017;DECIMAL;mil R$;2017;IBGE;Produto Interno Bruto dos Municípios
COLOCACAO_PIB_ESTADO_2018;Colocacao Pib Estado;Colocacao Pib Estado para o município em 2018;DECIMAL;mil R$;2018;IBGE;Produto Interno Bruto dos Municípios
COLOCACAO_PIB_ESTADO_2019;Colocacao Pib Estado;Colocacao Pib Estado para o município em 2019;DECIMAL;mil R$;2019;IBGE;Produto Interno Bruto dos Municípios
COLOCACAO_PIB_ESTADO_2020;Colocacao Pib Estado;Colocacao Pib Estado para o município em 2020;DECIMAL;mil R$;2020;IBGE;Produto Interno Bruto dos Municípios
COLOCACAO_PIB_ESTADO_2021;Colocacao Pib Estado;Colocacao Pib Estado para o município em 2021;DECIMAL;mil R$;2021;IBGE;Produto Interno Bruto dos Municípios
CONSUMIDORES_ENERGIA_COMERCIAL_2019;Consumidores Energia Comercial;Consumidores Energia Comercial para o município em 2019;INTEGER;unidades;2019;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_COMERCIAL_2020;Consumidores Energia Comercial;Consumidores Energia Comercial para o município em 2020;INTEGER;unidades;2020;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_COMERCIAL_2021;Consumidores Energia Comercial;Consumidores Energia Comercial para o município em 2021;INTEGER;unidades;2021;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_COMERCIAL_2022;Consumidores Energia Comercial;Consumidores Energia Comercial para o município em 2022;INTEGER;unidades;2022;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_COMERCIAL_2023;Consumidores Energia Comercial;Consumidores Energia Comercial para o município em 2023;INTEGER;unidades;2023;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_INDUSTRIAL_2019;Consumidores Energia Industrial;Consumidores Energia Industrial para o município em 2019;INTEGER;unidades;2019;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_INDUSTRIAL_2020;Consumidores Energia Industrial;Consumidores Energia Industrial para o município em 2020;INTEGER;unidades;2020;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_INDUSTRIAL_2021;Consumidores Energia Industrial;Consumidores Energia Industrial para o município em 2021;INTEGER;unidades;2021;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_INDUSTRIAL_2022;Consumidores Energia Industrial;Consumidores Energia Industrial para o município em 2022;INTEGER;unidades;2022;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_INDUSTRIAL_2023;Consumidores Energia Industrial;Consumidores Energia Industrial para o município em 2023;INTEGER;unidades;2023;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_RESIDENCIAL_2019;Consumidores Energia Residencial;Consumidores Energia Residencial para o município em 2019;INTEGER;unidades;2019;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_RESIDENCIAL_2020;Consumidores Energia Residencial;Consumidores Energia Residencial para o município em 2020;INTEGER;unidades;2020;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_RESIDENCIAL_2021;Consumidores Energia Residencial;Consumidores Energia Residencial para o município em 2021;INTEGER;unidades;2021;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_RESIDENCIAL_2022;Consumidores Energia Residencial;Consumidores Energia Residencial para o município em 2022;INTEGER;unidades;2022;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_RESIDENCIAL_2023;Consumidores Energia Residencial;Consumidores Energia Residencial para o município em 2023;INTEGER;unidades;2023;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_RURAL_2019;Consumidores Energia Rural;Consumidores Energia Rural para o município em 2019;INTEGER;unidades;2019;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_RURAL_2020;Consumidores Energia Rural;Consumidores Energia Rural para o município em 2020;INTEGER;unidades;2020;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_RURAL_2021;Consumidores Energia Rural;Consumidores Energia Rural para o município em 2021;INTEGER;unidades;2021;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_RURAL_2022;Consumidores Energia Rural;Consumidores Energia Rural para o município em 2022;INTEGER;unidades;2022;EPE;Base de Dados Municipal
CONSUMIDORES_ENERGIA_RURAL_2023;Consumidores Energia Rural;Consumidores Energia Rural para o município em 2023;INTEGER;unidades;2023;EPE;Base de Dados Municipal
CONSUMO_ENERGIA_COMERCIAL_2019;Consumo Energia Comercial;Consumo Energia Comercial para o município em 2019;INTEGER;MWh;2019;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_COMERCIAL_2020;Consumo Energia Comercial;Consumo Energia Comercial para o município em 2020;INTEGER;MWh;2020;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_COMERCIAL_2021;Consumo Energia Comercial;Consumo Energia Comercial para o município em 2021;INTEGER;MWh;2021;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_COMERCIAL_2023;Consumo Energia Comercial;Consumo Energia Comercial para o município em 2023;INTEGER;MWh;2023;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_INDUSTRIAL_2019;Consumo Energia Industrial;Consumo Energia Industrial para o município em 2019;INTEGER;MWh;2019;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_INDUSTRIAL_2020;Consumo Energia Industrial;Consumo Energia Industrial para o município em 2020;INTEGER;MWh;2020;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_INDUSTRIAL_2021;Consumo Energia Industrial;Consumo Energia Industrial para o município em 2021;INTEGER;MWh;2021;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_INDUSTRIAL_2023;Consumo Energia Industrial;Consumo Energia Industrial para o município em 2023;INTEGER;MWh;2023;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_RESIDENCIAL_2019;Consumo Energia Residencial;Consumo Energia Residencial para o município em 2019;INTEGER;MWh;2019;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_RESIDENCIAL_2020;Consumo Energia Residencial;Consumo Energia Residencial para o município em 2020;INTEGER;MWh;2020;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_RESIDENCIAL_2021;Consumo Energia Residencial;Consumo Energia Residencial para o município em 2021;INTEGER;MWh;2021;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_RESIDENCIAL_2023;Consumo Energia Residencial;Consumo Energia Residencial para o município em 2023;INTEGER;MWh;2023;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_RURAL_2019;Consumo Energia Rural;Consumo Energia Rural para o município em 2019;INTEGER;MWh;2019;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_RURAL_2020;Consumo Energia Rural;Consumo Energia Rural para o município em 2020;INTEGER;MWh;2020;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_RURAL_2021;Consumo Energia Rural;Consumo Energia Rural para o município em 2021;INTEGER;MWh;2021;EPE;Anuário Estatístico de Energia Elétrica
CONSUMO_ENERGIA_RURAL_2023;Consumo Energia Rural;Consumo Energia Rural para o município em 2023;INTEGER;MWh;2023;EPE;Anuário Estatístico de Energia Elétrica
CURSOS_ENSINO_SUPERIOR_2023;Cursos Ensino Superior;Cursos Ensino Superior para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
DENGUE_2020;Dengue;Número de casos notificados de dengue em 2020;INTEGER;unidades;2020;DATASUS;Sistema de Informação de Agravos de Notificação
DENGUE_2021;Dengue;Número de casos notificados de dengue em 2021;INTEGER;unidades;2021;DATASUS;Sistema de Informação de Agravos de Notificação
DENGUE_2022;Dengue;Número de casos notificados de dengue em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informação de Agravos de Notificação
DENGUE_2023;Dengue;Número de casos notificados de dengue em 2023;INTEGER;unidades;2023;DATASUS;Sistema de Informação de Agravos de Notificação
DENGUE_2024;Dengue;Número de casos notificados de dengue em 2024;INTEGER;unidades;2024;DATASUS;Sistema de Informação de Agravos de Notificação
DENSIDADE_DEMOGRAFICA_1991;Densidade Demografica;Densidade Demografica para o município em 1991;INTEGER;hab/km²;1991;IBGE;Base de Dados Municipal
DENSIDADE_DEMOGRAFICA_2000;Densidade Demografica;Densidade Demografica para o município em 2000;INTEGER;hab/km²;2000;IBGE;Base de Dados Municipal
DENTISTAS_2019;Dentistas;Dentistas para o município em 2019;INTEGER;unidades;2019;IBGE;Base de Dados Municipal
DENTISTAS_2020;Dentistas;Dentistas para o município em 2020;INTEGER;unidades;2020;IBGE;Base de Dados Municipal
DENTISTAS_2021;Dentistas;Dentistas para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
DENTISTAS_2022;Dentistas;Dentistas para o município em 2022;INTEGER;unidades;2022;IBGE;Base de Dados Municipal
DESLIGAMENTOS_2020;Desligamentos;Número de desligamentos de empregos formais registrados no CAGED em 2020;INTEGER;unidades;2020;MTE;RAIS/CAGED
DESLIGAMENTOS_2021;Desligamentos;Número de desligamentos de empregos formais registrados no CAGED em 2021;INTEGER;unidades;2021;MTE;RAIS/CAGED
DESLIGAMENTOS_2022;Desligamentos;Número de desligamentos de empregos formais registrados no CAGED em 2022;INTEGER;unidades;2022;MTE;RAIS/CAGED
DESLIGAMENTOS_2023;Desligamentos;Número de desligamentos de empregos formais registrados no CAGED em 2023;INTEGER;unidades;2023;MTE;RAIS/CAGED
DISTORCAO_IDADE_SERIE_FUNDAMENTAL_2023;Distorcao Idade Serie Fundamental;Distorcao Idade Serie Fundamental para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
DISTORCAO_IDADE_SERIE_MEDIO_2023;Distorcao Idade Serie Medio;Distorcao Idade Serie Medio para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
DOCENTES_ESTADUAL_2018;Docentes Estadual;Docentes Estadual para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
DOCENTES_ESTADUAL_2019;Docentes Estadual;Docentes Estadual para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
DOCENTES_ESTADUAL_2020;Docentes Estadual;Docentes Estadual para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
DOCENTES_ESTADUAL_2021;Docentes Estadual;Docentes Estadual para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
DOCENTES_ESTADUAL_2022;Docentes Estadual;Docentes Estadual para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
DOCENTES_ESTADUAL_2023;Docentes Estadual;Docentes Estadual para o município em 2023;INTEGER;unidades;2023;INEP;Censo Escolar
DOCENTES_MUNICIPAL_2018;Docentes Municipal;Docentes Municipal para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
DOCENTES_MUNICIPAL_2019;Docentes Municipal;Docentes Municipal para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
DOCENTES_MUNICIPAL_2020;Docentes Municipal;Docentes Municipal para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
DOCENTES_MUNICIPAL_2021;Docentes Municipal;Docentes Municipal para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
DOCENTES_MUNICIPAL_2022;Docentes Municipal;Docentes Municipal para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
DOCENTES_MUNICIPAL_2023;Docentes Municipal;Docentes Municipal para o município em 2023;INTEGER;unidades;2023;INEP;Censo Escolar
DOMICILIOS_1991;Domicilios;Domicilios para o município em 1991;INTEGER;domicílios;1991;IBGE;Censo Demográfico
DOMICILIOS_2000;Domicilios;Domicilios para o município em 2000;INTEGER;domicílios;2000;IBGE;Censo Demográfico
DOMICILIOS_2010;Domicilios;Domicilios para o município em 2010;INTEGER;domicílios;2010;IBGE;Censo Demográfico
DOMICILIOS_2021;Domicilios;Domicilios para o município em 2021;INTEGER;domicílios;2021;IBGE;Base de Dados Municipal
ELEITORES_16_20_ANOS_2024;Eleitores 16 20 Anos;Eleitores 16 20 Anos para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
ELEITORES_2024;Eleitores;Eleitores para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
ELEITORES_21_24_ANOS_2024;Eleitores 21 24 Anos;Eleitores 21 24 Anos para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
ELEITORES_25_34_ANOS_2024;Eleitores 25 34 Anos;Eleitores 25 34 Anos para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
ELEITORES_35_44_ANOS_2024;Eleitores 35 44 Anos;Eleitores 35 44 Anos para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
ELEITORES_45_59_ANOS_2024;Eleitores 45 59 Anos;Eleitores 45 59 Anos para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
ELEITORES_60_69_ANOS_2024;Eleitores 60 69 Anos;Eleitores 60 69 Anos para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
ELEITORES_70_79_ANOS_2024;Eleitores 70 79 Anos;Eleitores 70 79 Anos para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
ELEITORES_80_MAIS_ANOS_2024;Eleitores 80 Mais Anos;Eleitores 80 Mais Anos para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
ELEITORES_ANALFABETO_2024;Eleitores Analfabeto;Eleitores Analfabeto para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
ELEITORES_FEMININO_2024;Eleitores Feminino;Eleitores Feminino para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
ELEITORES_LE_ESCREVE_2024;Eleitores Le Escreve;Eleitores Le Escreve para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
ELEITORES_MASCULINO_2024;Eleitores Masculino;Eleitores Masculino para o município em 2024;INTEGER;unidades;2024;TSE;Estatísticas do Eleitorado
EMPREGOS_18_24_ANOS_2022;Empregos 18 24 Anos;Empregos 18 24 Anos para o município em 2022;INTEGER;vínculos;2022;MTE;RAIS/CAGED
EMPREGOS_25_29_ANOS_2022;Empregos 25 29 Anos;Empregos 25 29 Anos para o município em 2022;INTEGER;vínculos;2022;MTE;RAIS/CAGED
EMPREGOS_30_39_ANOS_2022;Empregos 30 39 Anos;Empregos 30 39 Anos para o município em 2022;INTEGER;vínculos;2022;MTE;RAIS/CAGED
EMPREGOS_40_49_ANOS_2022;Empregos 40 49 Anos;Empregos 40 49 Anos para o município em 2022;INTEGER;vínculos;2022;MTE;RAIS/CAGED
EMPREGOS_50_64_ANOS_2022;Empregos 50 64 Anos;Empregos 50 64 Anos para o município em 2022;INTEGER;vínculos;2022;MTE;RAIS/CAGED
EMPREGOS_65_MAIS_2022;Empregos 65 Mais;Empregos 65 Mais para o município em 2022;INTEGER;vínculos;2022;MTE;RAIS/CAGED
EMPREGOS_FORMAIS_2020;Empregos Formais;Empregos Formais para o município em 2020;INTEGER;vínculos;2020;MTE;RAIS/CAGED
EMPREGOS_FORMAIS_2021;Empregos Formais;Empregos Formais para o município em 2021;INTEGER;vínculos;2021;MTE;RAIS/CAGED
EMPREGOS_FORMAIS_2022;Empregos Formais;Empregos Formais para o município em 2022;INTEGER;vínculos;2022;MTE;RAIS/CAGED
EMPREGOS_FORMAIS_2023;Empregos Formais;Empregos Formais para o município em 2023;INTEGER;vínculos;2023;MTE;RAIS/CAGED
EMPREGOS_FUNDAMENTAL_COMPLETO_2022;Empregos Fundamental Completo;Empregos Fundamental Completo para o município em 2022;INTEGER;vínculos;2022;MTE;RAIS/CAGED
EMPREGOS_MEDIO_COMPLETO_2022;Empregos Medio Completo;Empregos Medio Completo para o município em 2022;INTEGER;vínculos;2022;MTE;RAIS/CAGED
EMPREGOS_SUPERIOR_COMPLETO_2022;Empregos Superior Completo;Empregos Superior Completo para o município em 2022;INTEGER;vínculos;2022;MTE;RAIS/CAGED
EMPRESAS_2023;Empresas;Empresas para o município em 2023;INTEGER;unidades;2023;IBGE;Cadastro Central de Empresas
EMPRESAS_2024;Empresas;Empresas para o município em 2024;INTEGER;unidades;2024;IBGE;Cadastro Central de Empresas
EMPRESAS_DEMAIS_2023;Empresas Demais;Empresas Demais para o município em 2023;INTEGER;unidades;2023;IBGE;Cadastro Central de Empresas
EMPRESAS_DEMAIS_2024;Empresas Demais;Empresas Demais para o município em 2024;INTEGER;unidades;2024;IBGE;Cadastro Central de Empresas
EMPRESAS_EPP_2023;Empresas Epp;Empresas Epp para o município em 2023;INTEGER;unidades;2023;IBGE;Cadastro Central de Empresas
EMPRESAS_EPP_2024;Empresas Epp;Empresas Epp para o município em 2024;INTEGER;unidades;2024;IBGE;Cadastro Central de Empresas
EMPRESAS_MEI_2023;Empresas Mei;Empresas Mei para o município em 2023;INTEGER;unidades;2023;Sebrae;Cadastro Central de Empresas
EMPRESAS_MEI_2024;Empresas Mei;Empresas Mei para o município em 2024;INTEGER;unidades;2024;Sebrae;Cadastro Central de Empresas
EMPRESAS_ME_2023;Empresas Me;Empresas Me para o município em 2023;INTEGER;unidades;2023;IBGE;Cadastro Central de Empresas
EMPRESAS_ME_2024;Empresas Me;Empresas Me para o município em 2024;INTEGER;unidades;2024;IBGE;Cadastro Central de Empresas
ENFERMEIROS_2019;Enfermeiros;Enfermeiros para o município em 2019;INTEGER;unidades;2019;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
ENFERMEIROS_2020;Enfermeiros;Enfermeiros para o município em 2020;INTEGER;unidades;2020;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
ENFERMEIROS_2021;Enfermeiros;Enfermeiros para o município em 2021;INTEGER;unidades;2021;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
ENFERMEIROS_2022;Enfermeiros;Enfermeiros para o município em 2022;INTEGER;unidades;2022;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
EQUINOS_2019;Equinos;Equinos para o município em 2019;INTEGER;cabeças;2019;IBGE;Pesquisa da Pecuária Municipal
EQUINOS_2020;Equinos;Equinos para o município em 2020;INTEGER;cabeças;2020;IBGE;Pesquisa da Pecuária Municipal
EQUINOS_2021;Equinos;Equinos para o município em 2021;INTEGER;cabeças;2021;IBGE;Pesquisa da Pecuária Municipal
EQUINOS_2022;Equinos;Equinos para o município em 2022;INTEGER;cabeças;2022;IBGE;Pesquisa da Pecuária Municipal
EQUINOS_2023;Equinos;Equinos para o município em 2023;INTEGER;cabeças;2023;IBGE;Pesquisa da Pecuária Municipal
ERB_TOTAL_2024;Erb Total;Erb Total para o município em 2024;INTEGER;unidades;2024;IBGE;Base de Dados Municipal
ESGOTO_FOSSA_RUDIMENTAR_1991;Esgoto Fossa Rudimentar;Esgoto Fossa Rudimentar para o município em 1991;INTEGER;unidades;1991;IBGE;Base de Dados Municipal
ESGOTO_FOSSA_RUDIMENTAR_2000;Esgoto Fossa Rudimentar;Esgoto Fossa Rudimentar para o município em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
ESGOTO_FOSSA_RUDIMENTAR_2010;Esgoto Fossa Rudimentar;Esgoto Fossa Rudimentar para o município em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
ESGOTO_FOSSA_RUDIMENTAR_2021;Esgoto Fossa Rudimentar;Esgoto Fossa Rudimentar para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
ESGOTO_FOSSA_SEPTICA_REDE_1991;Esgoto Fossa Septica Rede;Número de domicílios com esgotamento sanitário por fossa séptica em 1991;INTEGER;unidades;1991;IBGE;Base de Dados Municipal
ESGOTO_FOSSA_SEPTICA_REDE_2000;Esgoto Fossa Septica Rede;Número de domicílios com esgotamento sanitário por fossa séptica em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
ESGOTO_FOSSA_SEPTICA_REDE_2010;Esgoto Fossa Septica Rede;Número de domicílios com esgotamento sanitário por fossa séptica em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
ESGOTO_FOSSA_SEPTICA_REDE_2021;Esgoto Fossa Septica Rede;Número de domicílios com esgotamento sanitário por fossa séptica em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
ESGOTO_FOSSA_SEPTICA_SEM_REDE_1991;Esgoto Fossa Septica Sem Rede;Número de domicílios com esgotamento sanitário por fossa séptica em 1991;INTEGER;unidades;1991;IBGE;Base de Dados Municipal
ESGOTO_FOSSA_SEPTICA_SEM_REDE_2000;Esgoto Fossa Septica Sem Rede;Número de domicílios com esgotamento sanitário por fossa séptica em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
ESGOTO_FOSSA_SEPTICA_SEM_REDE_2010;Esgoto Fossa Septica Sem Rede;Número de domicílios com esgotamento sanitário por fossa séptica em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
ESGOTO_FOSSA_SEPTICA_SEM_REDE_2021;Esgoto Fossa Septica Sem Rede;Número de domicílios com esgotamento sanitário por fossa séptica em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
ESGOTO_REDE_GERAL_1991;Esgoto Rede Geral;Número de domicílios com esgotamento sanitário por rede coletora em 1991;INTEGER;unidades;1991;IBGE;Base de Dados Municipal
ESGOTO_REDE_GERAL_2000;Esgoto Rede Geral;Número de domicílios com esgotamento sanitário por rede coletora em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
ESGOTO_REDE_GERAL_2010;Esgoto Rede Geral;Número de domicílios com esgotamento sanitário por rede coletora em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
ESGOTO_REDE_GERAL_2021;Esgoto Rede Geral;Número de domicílios com esgotamento sanitário por rede coletora em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
ESTABELECIMENTOS_AGROPECUARIOS_2006;Estabelecimentos Agropecuarios;Estabelecimentos Agropecuarios para o município em 2006;INTEGER;unidades;2006;IBGE;Base de Dados Municipal
ESTABELECIMENTOS_AGROPECUARIOS_2017;Estabelecimentos Agropecuarios;Estabelecimentos Agropecuarios para o município em 2017;INTEGER;unidades;2017;IBGE;Base de Dados Municipal
ESTABELECIMENTOS_ARRENDATARIOS_2006;Estabelecimentos Arrendatarios;Estabelecimentos Arrendatarios para o município em 2006;DECIMAL;mil R$;2006;IBGE;Base de Dados Municipal
ESTABELECIMENTOS_ARRENDATARIOS_2017;Estabelecimentos Arrendatarios;Estabelecimentos Arrendatarios para o município em 2017;DECIMAL;mil R$;2017;IBGE;Base de Dados Municipal
ESTABELECIMENTOS_ENSINO_2023;Estabelecimentos Ensino;Estabelecimentos Ensino para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
